user_id,event_time,event_name,event_value,attempt_id
U000050,2024-11-19 20:45:41.980624,kyc_approved,,A49_3
U000050,2024-11-19 20:46:19.779584,account_created,,A49_4
U000050,2024-11-25 00:42:49.567541,first_funding,,A49_5
U000050,2024-12-01 15:52:12.413424,first_transaction,,A49_6
U000050,2024-12-06 00:40:43.929851,week1_active,,A49_7
U000051,2024-09-14 20:02:16.000000,app_install,,A50_0
U000051,2024-09-14 20:58:00.927621,registration_start,,A50_1
U000051,2024-09-15 14:44:07.938007,verification_submitted,,A50_2
U000052,2024-05-06 20:10:14.000000,app_install,,A51_0
U000052,2024-05-06 21:14:20.983559,registration_start,,A51_1
U000052,2024-05-07 22:29:56.669034,verification_submitted,,A51_2
U000052,2024-05-09 01:05:47.385377,kyc_approved,,A51_3
U000052,2024-05-09 04:25:45.675256,account_created,,A51_4
U000052,2024-05-15 22:30:07.319017,first_funding,,A51_5
U000052,2024-05-19 08:57:19.976099,first_transaction,,A51_6
U000052,2024-06-21 18:39:50.084082,week1_active,,A51_7
U000053,2024-09-28 01:02:09.000000,app_install,,A52_0
U000053,2024-09-28 01:02:55.451440,registration_start,,A52_1
U000054,2024-06-26 14:47:31.000000,app_install,,A53_0
U000054,2024-06-26 15:01:00.097783,registration_start,,A53_1
U000054,2024-06-26 21:12:02.655529,verification_submitted,,A53_2
U000055,2024-08-21 17:24:40.000000,app_install,,A54_0
U000055,2024-08-21 17:40:30.407998,registration_start,,A54_1
U000055,2024-08-22 08:44:13.357902,verification_submitted,,A54_2
U000056,2024-08-21 08:47:55.000000,app_install,,A55_0
U000056,2024-08-21 11:38:43.553238,registration_start,,A55_1
U000056,2024-08-21 23:16:36.376627,verification_submitted,,A55_2
U000057,2024-02-09 04:22:37.000000,app_install,,A56_0
U000057,2024-02-09 04:40:55.852096,registration_start,,A56_1
U000057,2024-02-10 00:27:40.651465,verification_submitted,,A56_2
U000057,2024-02-10 22:21:53.827295,kyc_failed,,A56_3
U000058,2024-07-03 10:01:21.000000,app_install,,A57_0
U000058,2024-07-03 10:46:34.793132,registration_start,,A57_1
U000058,2024-07-04 20:14:47.756876,verification_submitted,,A57_2
U000059,2024-05-09 10:42:01.000000,app_install,,A58_0
U000059,2024-05-09 11:23:25.995585,registration_start,,A58_1
U000059,2024-05-09 15:03:08.616889,verification_submitted,,A58_2
U000059,2024-05-11 01:53:06.640954,kyc_approved,,A58_3
U000060,2024-01-17 23:08:09.000000,app_install,,A59_0
U000060,2024-01-18 00:47:03.149030,registration_start,,A59_1
U000060,2024-01-18 07:20:34.905317,verification_submitted,,A59_2
U000061,2024-07-13 23:16:04.000000,app_install,,A60_0
U000061,2024-07-14 00:03:57.774923,registration_start,,A60_1
U000061,2024-07-15 00:46:40.818331,verification_submitted,,A60_2
U000061,2024-07-15 04:23:37.140247,kyc_approved,,A60_3
U000062,2024-08-03 07:28:01.000000,app_install,,A61_0
U000062,2024-08-03 16:10:10.292422,registration_start,,A61_1
U000062,2024-08-03 22:48:47.678436,verification_submitted,,A61_2
U000062,2024-08-04 17:44:17.235809,kyc_approved,,A61_3
U000062,2024-08-04 18:11:53.630127,account_created,,A61_4
U000062,2024-08-07 14:27:55.500492,first_funding,,A61_5
U000062,2024-08-08 11:24:45.230855,first_transaction,,A61_6
U000062,2024-08-09 08:32:55.756579,week1_active,,A61_7
U000063,2024-08-13 23:01:39.000000,app_install,,A62_0
U000063,2024-08-14 00:22:38.759638,registration_start,,A62_1
U000063,2024-08-14 12:01:50.502621,verification_submitted,,A62_2
U000064,2024-11-26 14:19:07.000000,app_install,,A63_0
U000064,2024-11-26 17:40:38.977081,registration_start,,A63_1
U000064,2024-11-28 07:18:16.755454,verification_submitted,,A63_2
U000065,2024-05-11 20:32:46.000000,app_install,,A64_0
U000065,2024-05-11 21:13:35.018566,registration_start,,A64_1
U000065,2024-05-13 17:54:14.067489,verification_submitted,,A64_2
U000065,2024-05-17 12:38:50.059339,kyc_approved,,A64_3
U000066,2024-06-26 18:21:47.000000,app_install,,A65_0
U000066,2024-06-26 19:19:14.357568,registration_start,,A65_1
U000066,2024-06-26 21:02:22.224769,verification_submitted,,A65_2
U000066,2024-06-29 20:17:56.124318,kyc_approved,,A65_3
U000066,2024-06-29 20:43:48.531040,account_created,,A65_4
U000066,2024-07-03 00:26:46.875546,first_funding,,A65_5
U000066,2024-07-06 05:03:33.600644,first_transaction,,A65_6
U000066,2024-07-10 10:41:39.502990,week1_active,,A65_7
U000067,2024-08-29 03:08:54.000000,app_install,,A66_0
U000067,2024-08-29 06:08:05.953011,registration_start,,A66_1
U000067,2024-08-29 08:48:46.379907,verification_submitted,,A66_2
U000067,2024-09-01 08:49:41.981499,kyc_approved,,A66_3
U000068,2024-01-31 21:39:55.000000,app_install,,A67_0
U000068,2024-01-31 23:19:27.285687,registration_start,,A67_1
U000068,2024-02-03 05:38:59.689639,verification_submitted,,A67_2
U000069,2024-05-28 14:30:20.000000,app_install,,A68_0
U000069,2024-05-28 16:07:11.106403,registration_start,,A68_1
U000069,2024-05-29 06:05:04.563978,verification_submitted,,A68_2
U000069,2024-05-29 17:47:52.709384,kyc_approved,,A68_3
U000069,2024-05-29 19:24:41.158179,account_created,,A68_4
U000070,2024-09-09 00:38:31.000000,app_install,,A69_0
U000070,2024-09-09 00:48:08.696736,registration_start,,A69_1
U000070,2024-09-09 13:02:44.860176,verification_submitted,,A69_2
U000070,2024-09-09 20:37:48.510172,kyc_failed,,A69_3
U000071,2024-06-05 00:24:14.000000,app_install,,A70_0
U000071,2024-06-05 00:38:05.441883,registration_start,,A70_1
U000071,2024-06-05 14:48:26.930264,verification_submitted,,A70_2
U000071,2024-06-07 06:20:42.758385,kyc_approved,,A70_3
U000072,2024-03-15 01:13:06.000000,app_install,,A71_0
U000072,2024-03-15 03:07:27.837190,registration_start,,A71_1
U000072,2024-03-15 11:47:00.280410,verification_submitted,,A71_2
U000072,2024-03-15 17:58:14.564691,kyc_approved,,A71_3
U000072,2024-03-15 18:31:46.773492,account_created,,A71_4
U000072,2024-03-17 07:07:02.789014,first_funding,,A71_5
U000073,2024-06-01 15:07:57.000000,app_install,,A72_0
U000073,2024-06-01 15:41:09.328211,registration_start,,A72_1
U000073,2024-06-01 15:54:58.979945,verification_submitted,,A72_2
U000073,2024-06-02 12:14:05.690631,kyc_failed,,A72_3
U000074,2024-01-22 15:42:08.000000,app_install,,A73_0
U000074,2024-01-22 15:51:32.415892,registration_start,,A73_1
U000074,2024-01-23 06:57:00.195754,verification_submitted,,A73_2
U000074,2024-01-24 01:53:20.575675,kyc_approved,,A73_3
U000075,2024-02-18 02:14:59.000000,app_install,,A74_0
U000075,2024-02-18 04:01:15.021074,registration_start,,A74_1
U000075,2024-02-18 06:05:26.611727,verification_submitted,,A74_2
U000075,2024-02-23 10:11:35.733212,kyc_approved,,A74_3
U000075,2024-02-23 11:09:47.413417,account_created,,A74_4
U000075,2024-03-01 18:29:01.989881,first_funding,,A74_5
U000075,2024-03-06 03:51:47.660901,first_transaction,,A74_6
U000076,2024-05-06 16:34:57.000000,app_install,,A75_0
U000076,2024-05-06 17:30:45.456114,registration_start,,A75_1
U000076,2024-05-06 19:35:25.573196,verification_submitted,,A75_2
U000076,2024-05-07 10:00:08.068093,kyc_approved,,A75_3
U000076,2024-05-07 10:44:22.935342,account_created,,A75_4
U000076,2024-05-12 00:00:23.229933,first_funding,,A75_5
U000077,2024-11-07 19:07:19.000000,app_install,,A76_0
U000077,2024-11-07 21:02:06.557965,registration_start,,A76_1
U000077,2024-11-09 03:20:56.917827,verification_submitted,,A76_2
U000077,2024-11-10 10:17:42.270686,kyc_approved,,A76_3
U000077,2024-11-10 10:34:48.098469,account_created,,A76_4
U000077,2024-11-11 11:05:26.962308,first_funding,,A76_5
U000078,2024-09-23 12:24:35.000000,app_install,,A77_0
U000078,2024-09-23 18:31:44.367463,registration_start,,A77_1
U000079,2024-06-12 02:14:21.000000,app_install,,A78_0
U000079,2024-06-12 05:05:48.925340,registration_start,,A78_1
U000080,2024-08-08 20:43:49.000000,app_install,,A79_0
U000080,2024-08-08 21:00:23.268683,registration_start,,A79_1
U000080,2024-08-09 01:30:19.013320,verification_submitted,,A79_2
U000080,2024-08-09 12:00:15.585669,kyc_approved,,A79_3
U000080,2024-08-09 12:04:07.930867,account_created,,A79_4
U000080,2024-08-12 06:49:16.948905,first_funding,,A79_5
U000081,2024-08-27 10:30:13.000000,app_install,,A80_0
U000081,2024-08-27 10:58:39.050309,registration_start,,A80_1
U000081,2024-08-31 13:42:31.709137,verification_submitted,,A80_2
U000081,2024-08-31 15:51:43.368536,kyc_approved,,A80_3
U000081,2024-08-31 16:23:38.401001,account_created,,A80_4
U000081,2024-09-03 11:41:16.303067,first_funding,,A80_5
U000081,2024-09-04 06:24:41.275486,first_transaction,,A80_6
U000081,2024-09-10 23:01:38.778601,week1_active,,A80_7
U000082,2024-09-15 12:13:55.000000,app_install,,A81_0
U000082,2024-09-15 13:13:48.635965,registration_start,,A81_1
U000082,2024-09-15 17:55:33.906590,verification_submitted,,A81_2
U000083,2024-09-13 20:25:25.000000,app_install,,A82_0
U000083,2024-09-13 20:46:11.485199,registration_start,,A82_1
U000083,2024-09-14 11:37:25.802159,verification_submitted,,A82_2
U000083,2024-09-19 05:55:49.697636,kyc_approved,,A82_3
U000083,2024-09-19 06:10:53.193267,account_created,,A82_4
U000083,2024-09-20 13:34:12.163943,first_funding,,A82_5
U000083,2024-09-21 17:59:27.584126,first_transaction,,A82_6
U000083,2024-09-27 06:19:12.415155,week1_active,,A82_7
U000084,2024-01-04 03:30:36.000000,app_install,,A83_0
U000084,2024-01-04 05:13:57.785418,registration_start,,A83_1
U000085,2024-02-11 11:45:02.000000,app_install,,A84_0
U000085,2024-02-11 11:46:25.713836,registration_start,,A84_1
U000085,2024-02-13 11:18:20.730358,verification_submitted,,A84_2
U000085,2024-02-17 15:34:36.493934,kyc_approved,,A84_3
U000086,2024-11-11 12:35:29.000000,app_install,,A85_0
U000086,2024-11-11 14:09:58.124013,registration_start,,A85_1
U000086,2024-11-12 15:09:42.068850,verification_submitted,,A85_2
U000086,2024-11-13 06:26:26.727211,kyc_approved,,A85_3
U000086,2024-11-13 07:09:32.729450,account_created,,A85_4
U000086,2024-11-14 23:04:32.852993,first_funding,,A85_5
U000086,2024-11-15 19:47:23.538833,first_transaction,,A85_6
U000086,2024-11-21 21:29:35.799712,week1_active,,A85_7
U000087,2024-03-25 06:36:09.000000,app_install,,A86_0
U000087,2024-03-25 16:44:41.458473,registration_start,,A86_1
U000087,2024-03-25 22:31:54.841522,verification_submitted,,A86_2
U000088,2024-08-08 19:04:11.000000,app_install,,A87_0
U000088,2024-08-08 19:21:25.750352,registration_start,,A87_1
U000088,2024-08-09 07:52:36.638919,verification_submitted,,A87_2
U000089,2024-04-09 08:49:37.000000,app_install,,A88_0
U000089,2024-04-09 08:58:44.654367,registration_start,,A88_1
U000089,2024-04-09 21:55:51.756474,verification_submitted,,A88_2
U000089,2024-04-10 02:41:23.687836,kyc_failed,,A88_3
U000090,2024-08-12 22:48:41.000000,app_install,,A89_0
U000090,2024-08-13 01:02:42.719850,registration_start,,A89_1
U000090,2024-08-13 07:57:04.770488,verification_submitted,,A89_2
U000091,2024-07-27 21:35:57.000000,app_install,,A90_0
U000091,2024-07-28 01:22:31.630841,registration_start,,A90_1
U000091,2024-07-29 12:00:02.634584,verification_submitted,,A90_2
U000092,2024-08-25 19:22:11.000000,app_install,,A91_0
U000092,2024-08-25 20:26:16.297305,registration_start,,A91_1
U000093,2024-07-25 07:06:53.000000,app_install,,A92_0
U000093,2024-07-25 07:11:19.020302,registration_start,,A92_1
U000093,2024-07-26 10:47:43.782674,verification_submitted,,A92_2
U000094,2024-02-05 06:27:42.000000,app_install,,A93_0
U000094,2024-02-05 07:33:02.379282,registration_start,,A93_1
U000095,2024-11-05 14:37:02.000000,app_install,,A94_0
U000095,2024-11-05 22:34:34.370043,registration_start,,A94_1
U000096,2024-05-07 00:13:59.000000,app_install,,A95_0
U000096,2024-05-07 00:35:02.995063,registration_start,,A95_1
U000096,2024-05-07 18:46:48.512837,verification_submitted,,A95_2
U000097,2024-01-07 12:51:25.000000,app_install,,A96_0
U000097,2024-01-07 13:37:22.851734,registration_start,,A96_1
U000097,2024-01-08 04:27:00.369433,verification_submitted,,A96_2
U000097,2024-01-10 10:36:04.158972,kyc_approved,,A96_3
U000098,2024-02-03 07:46:30.000000,app_install,,A97_0
U000098,2024-02-03 10:06:05.912322,registration_start,,A97_1
U000098,2024-02-04 01:31:52.651139,verification_submitted,,A97_2
U000098,2024-02-04 13:51:07.390558,kyc_failed,,A97_3
U000099,2024-09-15 22:53:47.000000,app_install,,A98_0
U000099,2024-09-15 23:13:15.929291,registration_start,,A98_1
U000099,2024-09-16 02:42:40.603109,verification_submitted,,A98_2
U000099,2024-09-17 04:09:06.628585,kyc_approved,,A98_3
U000099,2024-09-17 04:12:19.553842,account_created,,A98_4
U000099,2024-09-19 09:42:23.324216,first_funding,,A98_5
U000099,2024-09-22 13:31:16.795248,first_transaction,,A98_6
U000099,2024-09-29 20:02:34.205710,week1_active,,A98_7
U000100,2024-11-02 10:52:40.000000,app_install,,A99_0
U000100,2024-11-02 11:05:11.979182,registration_start,,A99_1
U000100,2024-11-03 09:40:08.190276,verification_submitted,,A99_2
U000100,2024-11-04 14:35:16.923748,kyc_approved,,A99_3
U000100,2024-11-04 14:53:58.732665,account_created,,A99_4
U000100,2024-11-04 19:38:59.925739,first_funding,,A99_5
U000100,2024-11-05 19:33:34.937141,first_transaction,,A99_6
U000101,2024-01-12 15:48:13.000000,app_install,,A100_0
U000101,2024-01-12 16:21:02.247619,registration_start,,A100_1
U000101,2024-01-13 20:53:25.197363,verification_submitted,,A100_2
U000101,2024-01-19 04:53:01.712252,kyc_approved,,A100_3
U000101,2024-01-19 04:53:47.539126,account_created,,A100_4
U000101,2024-01-21 13:00:14.012470,first_funding,,A100_5
U000101,2024-01-24 03:13:19.400336,first_transaction,,A100_6
U000102,2024-09-06 10:29:59.000000,app_install,,A101_0
