ticket_id,user_id,created_time,topic,resolution_time_min
TKT000048,U009263,2024-06-16 09:43:38.787250,technical_bug,91.478966366025
TKT000049,U008754,2024-07-11 23:51:04.130526,technical_bug,403.39389086958363
TKT000050,U000246,2024-04-29 13:39:03.895318,kyc_delay,183.60771968050224
TKT000051,U004052,2024-11-29 20:07:24.203818,card_request,434.5516296410004
TKT000052,U006853,2024-08-01 14:02:32.677385,account_question,18.843119349070708
TKT000053,U006804,2024-10-31 14:12:03.404035,technical_bug,523.4607249277142
TKT000054,U009822,2024-11-29 03:41:46.641274,technical_bug,295.10662879185867
TKT000055,U009822,2024-12-02 17:10:01.476942,transaction_failed,406.70498734994544
TKT000056,U004076,2024-10-24 06:07:00.249203,technical_bug,160.93457866979227
TKT000057,U006590,2024-10-15 00:42:44.610991,account_question,6.466888421430208
TKT000058,U002272,2024-10-27 20:50:03.745438,fraud_concern,43.194201250503255
TKT000059,U002272,2024-10-09 09:11:17.649877,account_question,239.5214239467556
TKT000060,U009078,2024-05-06 18:26:04.275667,login_issue,271.5661410193212
TKT000061,U009078,2024-04-21 16:27:21.598272,fraud_concern,11.880520635431001
TKT000062,U004313,2024-08-10 22:15:54.093300,account_question,62.10312385731851
TKT000063,U004313,2024-08-10 13:33:28.849761,card_request,63.95691330342053
TKT000064,U005459,2024-07-18 08:51:13.634762,login_issue,68.18954823141402
TKT000065,U005459,2024-07-15 01:43:36.618482,fraud_concern,80.59163534370502
TKT000066,U000015,2024-09-24 15:25:06.162918,account_question,19.06332265231824
TKT000067,U006173,2024-04-16 20:31:44.871279,technical_bug,99.53527649229999
TKT000068,U007308,2024-02-25 09:06:47.240491,login_issue,66.57118973131222
TKT000069,U004845,2024-10-19 20:12:04.034965,transaction_failed,130.14468090188822
TKT000070,U004845,2024-10-24 15:44:12.482312,login_issue,91.12618049769335
TKT000071,U007685,2024-06-16 23:23:52.545300,account_question,157.16169710221942
TKT000072,U007685,2024-07-20 14:08:11.570253,transaction_failed,312.7071265326452
TKT000073,U007693,2024-03-16 00:35:47.676556,technical_bug,2.992791172012034
TKT000074,U007363,2024-04-16 22:36:37.468541,kyc_delay,134.51007940655256
TKT000075,U007363,2024-04-17 03:59:02.329512,kyc_delay,474.6987176698537
TKT000076,U009926,2024-04-14 03:35:46.308031,login_issue,71.88258591897845
TKT000077,U009926,2024-03-31 13:12:07.042062,fraud_concern,309.7098574657653
TKT000078,U007013,2024-03-21 23:11:33.911653,account_question,317.1231718322262
TKT000079,U007013,2024-03-26 23:55:49.876733,technical_bug,374.3057063379201
TKT000080,U004206,2024-11-22 07:52:32.770832,login_issue,1.844088094066629
TKT000081,U002183,2024-09-14 13:47:29.268536,login_issue,60.95632641564973
TKT000082,U001814,2024-03-01 08:11:56.305212,fraud_concern,131.1013741174048
TKT000083,U008368,2024-08-12 03:00:13.695357,kyc_delay,44.17114889914159
TKT000084,U005042,2024-10-04 13:07:17.236577,technical_bug,332.3173411611814
TKT000085,U008692,2024-11-30 10:05:05.806533,account_question,163.3983200621792
TKT000086,U004876,2024-06-27 00:53:03.196574,technical_bug,145.73120955296616
TKT000087,U002444,2024-06-28 04:34:14.823471,login_issue,91.90016672180914
TKT000088,U002444,2024-06-16 02:34:42.903833,transaction_failed,283.25834043040294
TKT000089,U002358,2024-03-04 13:02:39.794651,technical_bug,32.971864221846154
TKT000090,U005303,2024-04-18 11:25:26.208969,account_question,162.34989383291057
TKT000091,U003435,2024-03-07 10:42:42.862095,account_question,115.96619875020065
TKT000092,U006500,2024-07-08 08:18:12.677570,account_question,36.34797882525113
TKT000093,U008131,2024-10-01 05:30:30.392307,kyc_delay,36.717708684926706
TKT000094,U008131,2024-09-29 10:23:49.720933,card_request,661.3983554071906
TKT000095,U008301,2024-06-30 06:09:56.070917,login_issue,44.9501488971336
TKT000096,U008301,2024-07-04 11:01:54.268747,kyc_delay,346.3035561217075
TKT000097,U000916,2024-03-27 23:41:27.889950,transaction_failed,30.494735780942133
TKT000098,U000916,2024-04-04 01:55:42.184557,fraud_concern,199.293607864431
TKT000099,U002142,2024-09-01 17:15:30.221709,kyc_delay,114.61953519799935
TKT000100,U006052,2024-07-17 08:33:19.568968,technical_bug,51.10551990398278
TKT000101,U001107,2024-02-19 12:49:54.490139,transaction_failed,0.13865082535941614
TKT000102,U005932,2024-01-15 10:31:28.035530,kyc_delay,84.36139416318761
TKT000103,U009403,2024-08-16 21:32:41.485924,account_question,82.87125996939245
TKT000104,U007798,2024-02-03 01:28:55.082505,account_question,109.1490954792665
TKT000105,U003227,2024-08-10 10:47:40.975546,kyc_delay,183.72341948263096
TKT000106,U009018,2024-11-10 05:01:02.314272,login_issue,304.6511580046159
TKT000107,U009018,2024-11-08 01:53:42.335436,fraud_concern,60.89012690838324
TKT000108,U003686,2024-01-23 21:40:45.964598,transaction_failed,105.50717099183227
TKT000109,U003686,2024-02-16 09:50:34.888148,card_request,7.79949774390062
TKT000110,U001535,2024-07-06 21:46:33.343094,kyc_delay,41.85522981614521
TKT000111,U008495,2024-09-09 23:09:30.636238,account_question,225.78476383782166
TKT000112,U003301,2024-12-01 23:18:49.786017,technical_bug,44.95505966965719
TKT000113,U003301,2024-11-30 01:39:18.662735,card_request,818.1785924079257
TKT000114,U000286,2024-02-11 19:10:11.703897,card_request,169.7459602742342
TKT000115,U000286,2024-02-15 05:18:10.933478,transaction_failed,153.34055285782222
TKT000116,U001906,2024-09-25 10:04:03.446595,transaction_failed,151.33885936329244
TKT000117,U006956,2024-01-21 17:36:39.160831,login_issue,154.26431131179794
TKT000118,U005673,2024-12-10 10:19:35.606373,account_question,18.26541318846078
TKT000119,U004216,2024-10-05 20:56:38.378697,fraud_concern,103.98302687833916
TKT000120,U001835,2024-02-26 14:30:05.847780,account_question,771.8699683682441
TKT000121,U001095,2024-04-18 23:18:38.151729,technical_bug,109.70259504919325
TKT000122,U006444,2024-11-01 19:39:56.401433,fraud_concern,66.4764910486321
TKT000123,U000806,2024-05-08 13:01:41.934847,login_issue,310.19385572556183
TKT000124,U000806,2024-05-10 21:20:51.338472,login_issue,462.9057086175056
TKT000125,U000842,2024-08-28 15:16:50.411242,account_question,248.1601028382687
TKT000126,U004707,2024-03-26 13:29:12.342040,login_issue,17.724955354932142
TKT000127,U005205,2024-09-04 01:03:29.154028,card_request,89.37092658994075
TKT000128,U007038,2024-10-07 12:52:21.132031,transaction_failed,280.5193395781517
TKT000129,U003341,2024-01-23 05:13:27.718247,fraud_concern,331.6429283214228
TKT000130,U005092,2024-05-18 09:07:08.103526,kyc_delay,4.701467995310055
TKT000131,U001239,2024-10-12 03:13:51.626545,transaction_failed,522.0528662276756
TKT000132,U004891,2024-03-06 23:37:20.704949,transaction_failed,176.68646991214447
TKT000133,U006591,2024-12-04 14:14:01.382240,account_question,257.8248240631221
TKT000134,U006591,2024-11-26 22:51:33.772671,account_question,134.99770768006647
TKT000135,U006591,2024-12-01 13:38:16.093593,card_request,264.84915656476073
TKT000136,U006309,2024-03-29 12:38:11.527063,login_issue,1907.5998192363734
TKT000137,U006309,2024-03-17 12:47:40.477207,card_request,53.13553170629362
TKT000138,U000946,2024-03-16 18:26:59.450673,card_request,156.8155983892903
TKT000139,U000946,2024-03-17 11:07:14.647496,card_request,165.37923933005064
TKT000140,U009351,2024-05-27 04:11:28.447454,login_issue,96.54149247477895
TKT000141,U009351,2024-05-25 23:54:02.330719,technical_bug,106.7501538855307
TKT000142,U000737,2024-08-12 02:08:43.676532,transaction_failed,50.93153608624578
TKT000143,U000955,2024-11-29 03:43:33.833812,transaction_failed,210.34298755763908
TKT000144,U002172,2024-03-12 18:28:11.911740,account_question,233.48345990834443
TKT000145,U002172,2024-03-22 14:59:32.688700,technical_bug,139.4272712255736
TKT000146,U002172,2024-03-17 07:02:37.420139,technical_bug,78.80163858139171
TKT000147,U001157,2024-11-01 05:36:41.656116,technical_bug,130.49933979368066
TKT000148,U004839,2024-10-07 10:22:31.380455,transaction_failed,110.8051626491378
TKT000149,U005159,2024-10-29 10:55:03.979473,card_request,256.0073166213327
TKT000150,U004948,2024-10-11 11:38:11.064902,card_request,112.78869126664335
TKT000151,U002757,2024-02-24 00:31:36.906498,technical_bug,208.02439464995715
TKT000152,U009839,2024-10-25 20:33:07.872310,fraud_concern,185.17446641871965
TKT000153,U000092,2024-09-03 06:13:02.990593,account_question,68.97599266687457
TKT000154,U002073,2024-07-24 20:42:00.972322,fraud_concern,359.78354081246187
TKT000155,U003497,2024-04-27 12:50:25.741035,technical_bug,5.952368245669326
TKT000156,U003395,2024-04-02 14:22:14.908345,card_request,234.1592620192427
TKT000157,U009539,2024-05-14 08:31:27.121628,fraud_concern,453.50010793265295
TKT000158,U006802,2024-04-28 09:56:25.173140,kyc_delay,36.37045018330124
TKT000159,U008052,2024-08-28 13:11:54.307655,fraud_concern,91.64261386941958
TKT000160,U008052,2024-09-07 12:20:39.048428,login_issue,7.017582813405352
TKT000161,U003565,2024-06-29 16:17:18.552180,transaction_failed,476.16072589792554
TKT000162,U003565,2024-07-05 06:05:36.210207,card_request,63.17707951938303
TKT000163,U006083,2024-04-30 08:25:47.698352,technical_bug,77.93525680592474
TKT000164,U006083,2024-04-16 20:15:04.835145,kyc_delay,707.0015648848249
TKT000165,U006083,2024-04-08 12:14:12.579758,transaction_failed,428.60358742161156
TKT000166,U002899,2024-09-28 05:24:38.216867,transaction_failed,35.65631770496899
TKT000167,U008086,2024-06-02 02:50:18.682089,fraud_concern,448.5797071657878
TKT000168,U008086,2024-06-02 15:22:31.961502,transaction_failed,289.11260627240245
TKT000169,U005372,2024-10-03 20:11:53.027638,account_question,105.77075209885034
TKT000170,U005372,2024-10-04 10:13:16.500920,fraud_concern,61.34698027192837
TKT000171,U009033,2024-10-14 07:09:30.068322,fraud_concern,147.93748326631712
TKT000172,U003701,2024-10-09 08:11:04.672280,transaction_failed,285.61581807724417
TKT000173,U003701,2024-10-19 17:07:23.125400,technical_bug,29.13949654389431
TKT000174,U004628,2024-04-22 20:24:55.371040,transaction_failed,272.71928722213977
TKT000175,U005662,2024-10-29 19:04:45.381315,transaction_failed,123.5023224956843
TKT000176,U009540,2024-02-29 05:43:33.458715,transaction_failed,463.3084340911614
TKT000177,U001341,2024-06-05 08:17:12.162004,transaction_failed,505.3854114316882
TKT000178,U007850,2024-06-25 05:59:43.972840,technical_bug,140.20598665976925
TKT000179,U007850,2024-06-17 15:08:10.024159,kyc_delay,194.19701250544568
TKT000180,U005885,2024-02-27 10:26:16.926068,account_question,729.4323870894331
TKT000181,U005885,2024-03-08 12:17:14.966200,card_request,123.96351674788502
TKT000182,U009555,2024-05-12 08:50:44.051912,fraud_concern,400.0179393161372
TKT000183,U001996,2024-03-24 04:06:58.589889,fraud_concern,51.245040706704735
TKT000184,U002097,2024-08-20 20:09:34.028198,technical_bug,75.54886542536042
TKT000185,U003931,2024-01-23 00:22:30.509182,kyc_delay,86.36799239262888
TKT000186,U009097,2024-05-27 09:08:17.820719,account_question,86.84227709934333
TKT000187,U007565,2024-11-20 16:48:44.357706,fraud_concern,42.11421795261133
TKT000188,U004832,2024-09-24 16:36:08.002083,login_issue,153.33181677598353
TKT000189,U001696,2024-11-05 02:12:32.068705,login_issue,279.6205249723426
TKT000190,U001833,2024-11-18 17:23:35.065017,login_issue,21.949008235507836
TKT000191,U000164,2024-09-22 21:16:19.989029,card_request,157.89062450023056
TKT000192,U002927,2024-06-01 13:38:55.747096,technical_bug,114.82824617571983
TKT000193,U002927,2024-06-03 16:46:26.758658,account_question,23.274699952300974
TKT000194,U003969,2024-02-26 15:17:41.690735,kyc_delay,87.36815207315873
TKT000195,U000242,2024-06-10 23:46:07.621429,technical_bug,38.40056040852047
TKT000196,U006028,2024-06-16 18:57:09.037335,transaction_failed,103.4941109513267
TKT000197,U006028,2024-06-18 17:01:02.614312,login_issue,41.66138604949957
TKT000198,U003735,2024-04-09 14:42:58.150727,card_request,33.54183955238764
TKT000199,U008355,2024-06-25 18:39:17.697884,card_request,102.72903539176808
TKT000200,U008355,2024-07-03 20:06:11.375430,kyc_delay,24.85359471036985
TKT000201,U007257,2024-09-23 03:19:49.038870,kyc_delay,306.4784992300379
TKT000202,U007984,2024-01-27 14:38:48.675054,kyc_delay,108.15207089087312
TKT000203,U002497,2024-03-27 03:05:19.233618,login_issue,70.900236469984
TKT000204,U005845,2024-06-03 10:47:25.442662,transaction_failed,246.21303911879983
TKT000205,U005845,2024-05-08 22:16:50.595342,account_question,114.56239217670841
TKT000206,U002402,2024-02-11 03:51:11.561497,transaction_failed,123.68999552241509
TKT000207,U005517,2024-11-17 05:00:32.527652,kyc_delay,114.09369369253378
TKT000208,U005140,2024-02-09 23:28:21.662816,fraud_concern,201.97738046449123
TKT000209,U003575,2024-09-05 06:36:11.203776,technical_bug,588.896405809477
TKT000210,U002861,2024-11-25 21:41:56.996623,technical_bug,39.2435902422819
TKT000211,U002861,2024-11-14 21:09:17.935994,fraud_concern,150.1463403027669
TKT000212,U002059,2024-11-17 21:15:02.205739,card_request,165.89305150643597
TKT000213,U002059,2024-11-03 22:05:17.789678,account_question,206.44222527399793
TKT000214,U006964,2024-08-27 21:57:55.642998,technical_bug,109.37346122662697
TKT000215,U008689,2024-03-22 14:53:14.031224,kyc_delay,157.66510013146257
TKT000216,U005464,2024-07-31 00:49:17.305636,account_question,37.584646234931185
TKT000217,U008423,2024-09-17 06:20:38.212845,login_issue,11.639724129496031
TKT000218,U000071,2024-06-05 07:30:33.090835,transaction_failed,77.24082914919346
TKT000219,U006394,2024-07-17 10:08:40.830309,fraud_concern,175.25394808364422
TKT000220,U006610,2024-07-23 14:51:10.306797,card_request,255.3868088329229
TKT000221,U006610,2024-07-25 09:32:13.997180,kyc_delay,58.05229876274272
TKT000222,U006610,2024-08-02 04:01:04.373897,transaction_failed,6.376733589012427
TKT000223,U006222,2024-11-11 16:20:05.091776,transaction_failed,4.7206065995259
TKT000224,U002190,2024-03-08 00:40:17.628117,fraud_concern,96.81897041834539
TKT000225,U002076,2024-01-22 11:36:14.577687,account_question,10.609823665703257
TKT000226,U002410,2024-07-04 00:13:42.021831,technical_bug,502.88051700357505
TKT000227,U008784,2024-02-24 06:12:45.486160,card_request,92.77233813944528
TKT000228,U008784,2024-03-08 04:27:35.079727,fraud_concern,483.32553761738757
TKT000229,U002749,2024-01-13 21:21:37.853024,fraud_concern,32.7705414060557
TKT000230,U002749,2024-01-17 00:06:48.114616,login_issue,22.918489049201796
TKT000231,U002749,2024-01-16 11:26:26.010310,card_request,541.8804981025805
TKT000232,U005773,2024-10-13 15:07:07.685656,card_request,584.1313918882937
TKT000233,U006306,2024-08-09 22:58:00.587907,account_question,76.8146105161992
TKT000234,U000992,2024-04-22 11:55:31.591869,kyc_delay,321.33434883878465
TKT000235,U005171,2024-08-06 02:07:09.298718,transaction_failed,222.02786844496657
TKT000236,U002974,2024-09-26 23:45:42.681408,kyc_delay,154.82368033839418
TKT000237,U004098,2024-08-07 05:35:36.396100,technical_bug,61.34597940494802
TKT000238,U004098,2024-07-26 00:21:10.847084,account_question,31.612403697631706
TKT000239,U004098,2024-07-25 18:17:01.264898,account_question,10.304147685397036
TKT000240,U003690,2024-07-31 14:55:17.393911,transaction_failed,337.83201604950193
TKT000241,U004378,2024-11-06 20:03:54.160063,transaction_failed,34.92834320184399
TKT000242,U004378,2024-11-05 09:58:28.186518,card_request,173.7713717060499
TKT000243,U004802,2024-04-01 12:14:38.794949,account_question,192.194721641399
TKT000244,U002314,2024-11-14 08:59:35.143632,transaction_failed,255.09441704493463
TKT000245,U000094,2024-02-07 18:58:57.498206,kyc_delay,347.2104719632844
TKT000246,U000094,2024-02-07 03:00:27.868605,login_issue,120.9628108542846
TKT000247,U004514,2024-09-16 05:02:50.114221,kyc_delay,113.52518334931064
TKT000248,U004514,2024-09-13 21:32:49.844207,account_question,53.89962776698071
TKT000249,U004514,2024-09-17 05:34:19.309157,account_question,28.98899018032803
TKT000250,U003848,2024-03-04 09:12:30.754508,account_question,258.4633041701326
TKT000251,U001036,2024-02-20 21:06:43.237069,account_question,105.3458664516922
TKT000252,U001036,2024-01-16 19:18:39.936125,card_request,355.25968804667457
TKT000253,U007806,2024-11-17 12:38:52.731397,kyc_delay,54.76779846691977
TKT000254,U005532,2024-09-18 01:41:58.569431,login_issue,203.98331005868846
TKT000255,U005532,2024-09-12 19:16:13.641059,technical_bug,15.7277952790003
TKT000256,U004435,2024-07-27 13:29:15.564799,technical_bug,43.919100783044534
TKT000257,U004981,2024-02-17 21:58:13.622666,transaction_failed,185.37820701754404
TKT000258,U009249,2024-03-12 08:33:12.453556,card_request,632.690401037247
TKT000259,U009249,2024-02-28 01:57:07.008934,transaction_failed,369.76408295933646
TKT000260,U007103,2024-09-01 19:45:18.171237,technical_bug,44.86433766656936
TKT000261,U000341,2024-06-03 04:32:01.701768,kyc_delay,133.08581409004336
TKT000262,U008334,2024-01-29 15:47:03.160044,card_request,18.861712389904465
TKT000263,U002378,2024-12-07 02:18:11.858657,kyc_delay,425.9342345469433
TKT000264,U007255,2024-02-06 08:48:15.947080,kyc_delay,521.5845675766533
TKT000265,U007131,2024-02-20 15:15:31.406109,fraud_concern,21.61216140034679
TKT000266,U007131,2024-02-21 21:02:11.061672,transaction_failed,564.2883965488082
TKT000267,U008965,2024-11-14 18:51:42.767127,card_request,122.3633568018426
TKT000268,U005536,2024-09-11 16:49:34.922226,login_issue,26.899546659704484
TKT000269,U001721,2024-11-23 13:15:31.369998,fraud_concern,340.46155409275775
TKT000270,U005732,2024-02-19 20:06:15.592764,technical_bug,58.90822643494893
TKT000271,U005657,2024-05-16 03:28:22.105777,fraud_concern,1160.574481094409
TKT000272,U005657,2024-05-02 05:45:56.439957,fraud_concern,121.42320934955913
TKT000273,U005657,2024-05-08 11:03:54.999258,account_question,5.916900543204262
TKT000274,U004122,2024-09-29 06:20:23.028933,transaction_failed,144.19816679104727
TKT000275,U004122,2024-09-29 01:50:48.351251,login_issue,47.29822823849323
TKT000276,U002611,2024-03-27 20:00:13.605920,kyc_delay,175.24310324516986
TKT000277,U005341,2024-02-24 00:57:17.084728,kyc_delay,303.9655705957144
TKT000278,U001152,2024-05-10 09:59:46.313155,account_question,83.53312521180409
TKT000279,U004970,2024-03-12 07:24:41.966851,technical_bug,132.5964631308321
TKT000280,U002735,2024-12-07 18:53:26.257636,fraud_concern,237.7150543278848
TKT000281,U003799,2024-08-09 16:34:33.633692,kyc_delay,51.72063009779936
TKT000282,U002028,2024-01-20 10:18:14.609649,card_request,52.153609939725015
TKT000283,U007929,2024-03-14 10:32:14.635674,transaction_failed,285.9306364870138
TKT000284,U007154,2024-11-10 00:08:07.609882,kyc_delay,139.88195040750838
TKT000285,U005952,2024-07-31 11:17:38.375910,kyc_delay,14.40684210643002
TKT000286,U005952,2024-08-02 06:48:25.727228,card_request,110.40641892025809
TKT000287,U005066,2024-07-17 14:44:34.261206,login_issue,375.27580379584094
TKT000288,U005352,2024-08-08 00:07:37.639715,transaction_failed,6.358224342353814
TKT000289,U005352,2024-08-14 16:27:17.579775,transaction_failed,500.490808639078
TKT000290,U004912,2024-04-15 06:45:06.711770,account_question,0.28700323256177895
TKT000291,U004912,2024-04-17 03:21:31.047504,fraud_concern,423.15753412862495
TKT000292,U007455,2024-12-09 07:05:54.119100,fraud_concern,6.9173361165432565
TKT000293,U003923,2024-02-09 03:04:47.968123,card_request,368.1384055761023
TKT000294,U007864,2024-02-21 03:37:23.199437,account_question,133.5714791506114
TKT000295,U002945,2024-04-27 20:58:58.752472,account_question,226.88979350293636
TKT000296,U001078,2024-07-29 05:09:36.895402,login_issue,443.1917790108201
TKT000297,U008460,2024-04-14 21:03:28.627626,technical_bug,76.24936259415132
TKT000298,U008460,2024-04-12 20:14:09.220380,account_question,399.2188272444381
TKT000299,U006982,2024-11-05 07:53:37.209736,card_request,100.81445236850742
TKT000300,U006982,2024-10-23 01:54:15.768397,login_issue,29.88753597659498
TKT000301,U009055,2024-12-09 10:55:11.019792,technical_bug,82.92618014408319
TKT000302,U008544,2024-09-27 18:51:53.058578,account_question,179.44143426797135
TKT000303,U004084,2024-11-15 08:35:05.666355,technical_bug,489.0674788561883
TKT000304,U004084,2024-11-18 00:15:21.193378,fraud_concern,390.70107477601675
TKT000305,U004084,2024-11-12 16:57:44.968427,fraud_concern,28.39686142872937
TKT000306,U003764,2024-09-19 21:39:47.269759,account_question,27.799216189727307
TKT000307,U007220,2024-04-25 18:25:39.105520,kyc_delay,22.883245253810536
TKT000308,U007220,2024-04-24 22:11:51.892165,transaction_failed,407.823265110677
TKT000309,U002267,2024-11-11 03:17:31.284366,login_issue,554.4703069778014
TKT000310,U002267,2024-11-22 18:13:30.625580,kyc_delay,262.3931595845287
TKT000311,U003960,2024-02-01 08:23:40.200912,transaction_failed,172.37766044401508
TKT000312,U003960,2024-02-10 12:21:07.870258,account_question,89.83592702257447
TKT000313,U009434,2024-02-22 05:16:17.104188,transaction_failed,104.81889684346656
TKT000314,U009484,2024-02-20 21:04:32.925086,fraud_concern,170.7081357440587
TKT000315,U009484,2024-02-07 01:06:33.007664,technical_bug,183.91406899083134
TKT000316,U009484,2024-03-05 15:43:40.842884,login_issue,189.53682307803513
TKT000317,U009348,2024-11-10 13:36:12.284156,technical_bug,80.18406419605523
TKT000318,U009348,2024-11-15 19:30:26.438215,fraud_concern,13.137520293957737
TKT000319,U004325,2024-07-28 11:23:57.102998,technical_bug,185.06604652884272
TKT000320,U004325,2024-07-29 00:47:33.205057,kyc_delay,88.28557087096938
TKT000321,U008947,2024-01-26 21:15:32.901682,fraud_concern,140.62780913032643
TKT000322,U007871,2024-04-22 16:25:26.428981,technical_bug,9.415762898004312
TKT000323,U007871,2024-04-19 16:58:32.909216,account_question,6.553751889272608
TKT000324,U007885,2024-06-08 20:33:35.280568,transaction_failed,282.41980825168383
TKT000325,U007885,2024-06-08 20:47:07.481446,kyc_delay,168.16150548450548
TKT000326,U000040,2024-07-16 04:27:29.757374,card_request,330.78013899128564
TKT000327,U004315,2024-08-04 04:47:15.561640,login_issue,244.7963154941679
TKT000328,U005557,2024-11-20 18:42:03.993290,card_request,266.71153783776015
TKT000329,U004815,2024-03-27 20:54:15.618413,account_question,58.87733285574968
TKT000330,U002105,2024-06-15 06:56:00.784301,technical_bug,62.82341122192741
TKT000331,U006039,2024-09-21 02:05:56.541765,transaction_failed,128.60015326461217
TKT000332,U004053,2024-09-13 22:50:57.276266,transaction_failed,499.7876572539202
TKT000333,U004053,2024-09-18 01:44:43.215721,card_request,2.5685242672126707
TKT000334,U003305,2024-07-22 23:29:50.482135,transaction_failed,75.30854008473743
TKT000335,U003305,2024-08-12 19:59:10.204550,fraud_concern,27.64929005183854
TKT000336,U001796,2024-05-24 12:30:35.207769,login_issue,237.7187113382292
TKT000337,U001796,2024-05-26 12:29:31.012980,card_request,311.6509833389562
TKT000338,U007317,2024-10-16 17:52:27.400289,card_request,52.51871030421263
TKT000339,U009452,2024-03-18 08:19:20.563429,technical_bug,153.27307067648286
TKT000340,U009452,2024-03-23 15:23:43.520625,account_question,95.56349758098652
TKT000341,U000462,2024-04-29 18:29:10.200398,account_question,57.11847466882119
TKT000342,U000462,2024-05-02 17:20:28.050775,card_request,55.41548062780626
TKT000343,U009592,2024-10-31 11:54:35.125431,technical_bug,72.24094735381954
TKT000344,U001697,2024-02-17 20:58:10.387784,transaction_failed,168.83970748907234
TKT000345,U002787,2024-08-12 05:01:29.063064,account_question,395.638692170692
TKT000346,U007357,2024-01-24 04:30:14.806925,account_question,287.5414647803236
TKT000347,U002684,2024-11-07 10:16:16.216903,technical_bug,470.0310243205826
TKT000348,U007449,2024-08-21 05:34:07.864577,technical_bug,961.6108215995132
TKT000349,U001097,2024-04-08 04:18:05.682747,account_question,297.96348546988304
TKT000350,U006345,2024-01-26 06:27:16.844848,card_request,335.48725237331377
