user_id,channel,region,age_band,segment,recency_days,frequency,monetary,avg_txn_value
U000130,organic,Giza,18-24,Dormant,165.32140584476292,6,1737.88215356709,434.4705383917725
U000131,organic,Giza,25-34,Power Users,333.42224486125633,10,3414.431900837151,379.381322315239
U000132,paid_social,Cairo,25-34,Power Users,237.39004335645586,9,4089.5117309626835,454.3901923291871
U000150,referral,Giza,18-24,Dormant,122.17971390066668,6,2911.3181994326346,582.2636398865269
U000155,organic,Cairo,45-54,Power Users,108.27357998862863,7,3009.6789121860656,429.9541303122951
U000157,partnership,Giza,18-24,Dormant,141.1046053590253,3,1014.926426226694,338.30880874223135
U000162,referral,Giza,25-34,Dormant,215.03710050927475,4,3642.4156718610343,910.6039179652586
U000164,organic,Sharqia,35-44,Dormant,102.31432870356366,5,552.6252455577986,184.20841518593286
U000170,partnership,Cairo,25-34,Dormant,58.621796330902725,6,1820.3810913615082,303.3968485602514
U000171,organic,Cairo,25-34,Dormant,279.1118273381144,5,2432.77127514662,608.192818786655
U000173,organic,Sharqia,45-54,Dormant,79.9137707175687,6,2047.237475355431,341.2062458925718
U000187,referral,Cairo,25-34,Dormant,296.16791682876647,4,2906.296536970204,726.574134242551
U000194,paid_search,Cairo,18-24,Power Users,91.11105388915166,8,4549.88264197739,568.7353302471738
U000197,paid_search,Dakahlia,18-24,Power Users,321.65639672474936,9,8747.885519220614,1249.6979313172305
U000198,referral,Sharqia,35-44,Power Users,114.01956614572555,9,5979.506458255659,854.215208322237
U000199,referral,Alexandria,35-44,Dormant,81.48107834486291,5,2552.124911852332,510.4249823704664
U000206,paid_social,Giza,25-34,Power Users,189.22619931725785,9,4020.359104439642,502.54488805495527
U000216,paid_search,Cairo,25-34,Power Users,77.28898027772084,9,3605.8214043204525,400.6468227022725
U000217,referral,Cairo,35-44,Power Users,329.241065798793,8,3790.3139923952667,473.78924904940834
U000218,referral,Cairo,25-34,Dormant,325.603417893406,4,1680.0359992663778,420.00899981659444
U000221,referral,Cairo,35-44,Power Users,87.90408063679934,6,2005.0643974603183,334.1773995767197
U000223,referral,Giza,25-34,Power Users,81.16069616889581,9,6783.087334032844,753.6763704480938
U000224,paid_search,Cairo,18-24,Dormant,295.02868447918445,4,1515.327477636806,378.8318694092015
U000228,referral,Sharqia,25-34,Power Users,210.05942244222388,6,3055.3336649260123,509.2222774876687
U000230,referral,Cairo,35-44,Power Users,198.26192200230435,7,5811.480494639831,830.2114992342615
U000237,paid_social,Sharqia,25-34,Dormant,266.13376175938174,3,337.6718972125126,168.8359486062563
U000240,partnership,Cairo,25-34,Dormant,215.97255553258583,4,3514.5461585818616,878.6365396454654
U000242,partnership,Cairo,25-34,Power Users,200.75198744237423,8,7564.305251562206,945.5381564452757
U000250,paid_search,Alexandria,18-24,Power Users,133.0623866203241,9,5498.3631079952675,610.9292342216963
U000257,paid_social,Dakahlia,25-34,Dormant,73.3519688542001,5,499.5368633430099,124.88421583575247
U000258,referral,Giza,18-24,Dormant,63.78199561359361,6,1899.198436237996,316.5330727063327
U000260,referral,Dakahlia,18-24,Dormant,351.93809613445774,6,2325.609893044667,387.60164884077784
U000267,organic,Cairo,18-24,Power Users,294.21080753486603,6,3010.1820468112824,501.6970078018804
U000269,referral,Giza,18-24,Power Users,285.20664188684896,9,4866.447023733365,540.716335970374
U000273,partnership,Cairo,35-44,Power Users,103.58817523159087,11,3420.258484719274,310.93258951993397
U000280,referral,Alexandria,25-34,Power Users,226.3017286225222,8,3116.114933608299,389.5143667010374
U000282,referral,Cairo,45-54,Dormant,274.12765339110047,4,2242.2874363277924,560.5718590819481
U000284,referral,Giza,35-44,Power Users,328.06344741908833,6,3827.6828411471074,637.9471401911845
U000285,paid_social,Giza,25-34,Dormant,287.0417953589931,5,1840.7636094998213,460.19090237495533
U000297,organic,Giza,25-34,Dormant,118.69267452554777,4,974.9186950741017,324.9728983580339
U000298,referral,Dakahlia,35-44,Power Users,72.78257245384157,9,7145.201780027648,893.150222503456
U000301,referral,Cairo,18-24,Power Users,316.77452996512875,7,3670.725529685757,611.7875882809595
U000302,paid_search,Cairo,18-24,Dormant,344.50765611138195,4,2694.8191471735995,673.7047867933999
U000313,organic,Cairo,45-54,Dormant,275.1693345485255,3,3037.030161847617,1012.343387282539
U000320,partnership,Giza,25-34,Power Users,219.01275637745857,8,3219.2061908384676,402.40077385480845
U000322,paid_social,Giza,18-24,Power Users,238.24159641191363,9,5664.848771309342,629.4276412565936
U000323,paid_search,Sharqia,35-44,Dormant,332.2061299076304,4,1037.392346589684,259.348086647421
U000325,paid_social,Cairo,18-24,Power Users,259.6186204859987,9,7189.204974795529,898.6506218494411
U000327,partnership,Giza,18-24,Power Users,198.32161031244323,9,2609.698192275398,326.21227403442475
U000329,organic,Alexandria,35-44,Power Users,64.12019217619672,8,4743.04077665516,677.57725380788
U000338,referral,Dakahlia,35-44,Dormant,257.3097896990366,5,2834.2060874729436,708.5515218682359
U000342,paid_search,Sharqia,35-44,Dormant,93.01756487274542,3,788.445627610404,394.222813805202
U000344,referral,Cairo,18-24,Dormant,100.66166695626453,5,1883.8669972461919,376.77339944923835
U000347,organic,Giza,35-44,Dormant,114.93273697933182,6,2490.9762605579785,498.1952521115957
U000348,referral,Cairo,55+,Dormant,144.41557917837054,4,1661.624694728578,415.4061736821445
U000351,referral,Giza,25-34,Dormant,110.88412143522874,4,2720.006366324321,906.6687887747736
U000354,paid_social,Giza,25-34,Dormant,67.55290427105501,5,2363.4693044633154,472.6938608926631
U000356,organic,Cairo,25-34,Dormant,143.22450953722,6,1812.5719418402439,302.09532364004065
U000357,referral,Cairo,55+,Dormant,355.2143017477356,6,890.4280436705374,148.40467394508957
U000358,organic,Alexandria,45-54,Power Users,111.09758105315268,5,4155.698011375662,831.1396022751323
U000359,referral,Sharqia,25-34,Power Users,114.86041553225368,7,2586.9590611758126,369.5655801679732
U000366,paid_social,Dakahlia,18-24,Power Users,215.53698829887435,10,3785.604198690944,473.200524836368
U000367,referral,Giza,55+,Power Users,131.30042822938412,9,2790.01288911888,310.00143212432
U000370,paid_social,Giza,25-34,Power Users,292.78243343764916,8,5118.331355415555,731.1901936307935
U000372,paid_social,Alexandria,18-24,Dormant,207.7499528704211,3,888.5725212887155,296.19084042957184
U000375,partnership,Alexandria,18-24,Power Users,85.61055341456085,8,4995.746347892129,832.6243913153548
U000381,referral,Dakahlia,25-34,Power Users,104.99020927073434,7,6670.551722799294,952.9359603998992
U000382,referral,Giza,25-34,Power Users,148.41797071741894,7,2218.4732758452774,369.7455459742129
U000384,partnership,Cairo,25-34,Power Users,253.0673065856099,6,3034.9146485376114,606.9829297075223
U000385,referral,Giza,35-44,Dormant,84.30084925936535,2,47.88036635864504,23.94018317932252
U000388,organic,Sharqia,45-54,Power Users,187.21228597220033,7,4419.594463820597,736.5990773034329
U000390,organic,Cairo,25-34,Power Users,181.87012535892427,8,3199.3609293109275,457.05156133013253
U000396,organic,Dakahlia,25-34,Dormant,159.04170525446534,4,670.0572281143485,167.51430702858713
U000399,referral,Giza,18-24,Dormant,234.61524824099615,3,1281.9850104546636,640.9925052273318
U000402,referral,Giza,45-54,Dormant,48.995612835511565,6,1606.405625850096,267.734270975016
U000409,referral,Giza,18-24,Power Users,99.74896443309262,8,3841.1426954284843,480.14283692856054
U000411,referral,Cairo,18-24,Dormant,123.30566527787596,6,1479.0253071092184,246.5042178515364
U000414,paid_social,Cairo,55+,Dormant,274.72659975709394,6,2564.7922603623615,427.46537672706023
U000415,referral,Giza,18-24,Dormant,314.9337195372209,3,1627.0885352136797,542.3628450712266
U000428,organic,Cairo,25-34,Dormant,85.3598239007406,6,1958.586010461008,391.7172020922016
U000429,paid_search,Cairo,55+,Dormant,31.225225034635514,5,2361.742947277401,472.34858945548024
U000435,partnership,Giza,25-34,Power Users,225.3067453703843,7,4341.150117472893,723.5250195788154
U000439,referral,Giza,35-44,Dormant,86.99079834483564,4,2113.582318466727,528.3955796166817
U000442,referral,Alexandria,35-44,Power Users,187.3152979053557,9,4539.623394721675,567.4529243402094
U000443,partnership,Alexandria,25-34,Dormant,217.69164310209453,4,1938.0993874457845,484.5248468614461
U000451,referral,Giza,35-44,Dormant,334.0431529977359,6,2076.694701949356,415.3389403898712
U000455,organic,Dakahlia,18-24,Dormant,185.51366702560335,3,881.3788707068958,293.7929569022986
U000457,paid_search,Cairo,18-24,Dormant,77.81689791660756,6,1889.797735806264,314.966289301044
U000465,paid_social,Giza,25-34,Dormant,110.95416815998033,6,1735.1151989119319,347.0230397823864
U000467,paid_social,Cairo,18-24,Power Users,166.3173648379743,9,5066.715163667338,723.8164519524769
U000468,referral,Cairo,35-44,Power Users,64.914598680567,10,4428.3332007384415,492.03702230427126
U000472,partnership,Alexandria,35-44,Power Users,123.4732110882178,6,4020.6543189738595,670.1090531623099
U000477,referral,Giza,25-34,Power Users,188.30315365735441,6,4674.659845766549,934.9319691533098
U000484,referral,Giza,35-44,Dormant,329.68729133112356,4,1248.3460060710013,312.0865015177503
U000486,referral,Alexandria,35-44,Dormant,48.78722520824522,4,2354.9092558789407,784.9697519596469
U000487,organic,Giza,25-34,Power Users,167.3841345719993,6,3415.3380148239535,569.2230024706589
U000488,paid_search,Cairo,25-34,Power Users,169.22779397014529,5,3994.61429635484,998.65357408871
U000493,referral,Alexandria,35-44,Dormant,351.74688512738794,3,1521.2982845411361,507.0994281803787
U000498,organic,Giza,35-44,Dormant,344.70095765031874,8,2558.396666527934,319.79958331599175
U000500,referral,Giza,18-24,Power Users,23.740692094899714,10,4693.991749123282,521.5546387914758
U000505,referral,Cairo,18-24,Dormant,113.99093151604757,7,1160.0910169309323,165.7272881329903
U000506,organic,Giza,25-34,Dormant,309.34547464130446,7,1187.0714216376798,169.5816316625257
U000511,referral,Alexandria,55+,Dormant,317.17655281256884,5,1314.543615283326,328.6359038208315
U000515,referral,Cairo,18-24,Power Users,22.57306899316609,5,2914.006132226604,971.3353774088681
U000517,partnership,Cairo,35-44,Dormant,65.27689211815596,4,2042.1536824379582,510.53842060948955
U000518,organic,Giza,25-34,Power Users,101.65437297476456,7,3256.209465696237,465.17278081374815
U000526,organic,Giza,18-24,Power Users,278.46754240756854,11,3154.90611766286,350.54512418476224
U000527,referral,Giza,45-54,Dormant,154.5012980438769,3,1150.7324462977151,383.57748209923835
U000528,partnership,Dakahlia,18-24,Dormant,132.57643223367631,3,1196.5628564263407,398.8542854754469
U000537,referral,Sharqia,18-24,Power Users,95.64428788190708,7,2787.4279235762633,464.5713205960439
U000548,partnership,Giza,18-24,Power Users,38.67307613417506,7,3062.624651241818,437.5178073202597
U000549,organic,Cairo,25-34,Power Users,326.58206508122385,7,3317.4748156933865,473.9249736704838
U000550,paid_social,Alexandria,18-24,Dormant,302.7750143520534,3,369.71734988440926,369.71734988440926
U000557,paid_social,Cairo,35-44,Dormant,349.4945859028958,5,3697.735740103467,739.5471480206934
U000561,organic,Cairo,18-24,Dormant,173.7250922108069,6,1282.9449599162438,213.82415998604063
U000564,referral,Giza,25-34,Dormant,111.88048670161515,6,1668.9337925080943,417.23344812702356
U000581,organic,Cairo,18-24,Power Users,194.5326941437088,11,5314.563127282312,483.1421024802102
U000583,organic,Cairo,18-24,Power Users,60.04325517360121,8,1781.3448202008021,254.47783145725745
U000587,referral,Giza,35-44,Dormant,278.8218070254661,5,3005.096750236851,601.0193500473703
U000588,organic,Alexandria,25-34,Dormant,164.2444928935729,5,1176.2614023034305,235.2522804606861
U000590,paid_social,Giza,25-34,Dormant,327.2392385415733,7,3865.3168965373434,552.1881280767633
U000592,paid_social,Dakahlia,18-24,Power Users,88.09239232633263,8,2452.391005960305,306.5488757450381
U000595,paid_search,Alexandria,35-44,Dormant,88.51197702530771,3,367.9306955163774,122.6435651721258
U000602,organic,Cairo,45-54,Power Users,292.71685465285555,6,3185.7885654884813,796.4471413721203
U000613,organic,Cairo,25-34,Power Users,201.24141528923064,8,3808.1702699749835,476.02128374687294
U000615,referral,Cairo,35-44,Dormant,116.7596096410416,3,2775.79054518208,925.2635150606934
U000617,paid_search,Cairo,18-24,Power Users,241.32292702561244,5,3825.591636099845,956.3979090249612
U000620,referral,Sharqia,25-34,Dormant,37.010557372588664,3,3384.140703807551,1128.0469012691835
U000624,partnership,Giza,18-24,Power Users,200.59835214121267,7,2313.8560443664196,462.7712088732839
U000642,referral,Alexandria,35-44,Dormant,357.70281090261415,7,2658.023414583914,443.0039024306523
U000645,referral,Giza,25-34,Power Users,183.36746500013396,8,5316.626123774124,664.5782654717655
U000647,partnership,Cairo,18-24,Power Users,331.0958557408303,6,4559.069168983116,759.8448614971859
U000650,referral,Alexandria,25-34,Power Users,223.76118689822033,6,3431.0223415979453,571.8370569329909
U000653,organic,Cairo,18-24,Power Users,192.29404048621655,5,4810.1051093414835,962.0210218682967
U000656,referral,Giza,45-54,Power Users,31.06653420161456,5,2887.293971787182,721.8234929467955
U000661,referral,Cairo,45-54,Dormant,261.1749393865466,4,409.38959805718287,136.4631993523943
U000668,referral,Sharqia,25-34,Power Users,128.9708131714724,6,3795.6374586799902,632.6062431133317
U000677,referral,Giza,35-44,Power Users,309.1013474073261,7,4077.904777903513,582.5578254147875
U000680,partnership,Cairo,55+,Dormant,318.84985752310604,3,2699.18636133791,899.7287871126367
U000690,paid_search,Giza,18-24,Dormant,216.34056321764365,3,1894.051576888456,631.3505256294853
U000695,organic,Cairo,25-34,Dormant,347.8583655557595,5,604.5863657106925,302.29318285534623
U000697,referral,Cairo,25-34,Power Users,83.4621083564125,9,4894.619414307364,543.8466015897071
U000700,referral,Cairo,25-34,Dormant,278.4974821526557,6,2819.7553682197436,563.9510736439487
U000706,paid_social,Alexandria,55+,Dormant,59.94151256931946,4,1766.0550732344711,441.5137683086178
U000708,paid_search,Cairo,25-34,Power Users,97.46122386585921,10,5063.305939861992,506.3305939861992
U000714,paid_search,Sharqia,18-24,Dormant,192.7466904167086,4,1659.9911826550558,414.99779566376395
U000716,paid_social,Cairo,18-24,Dormant,197.80394505802542,4,1549.9440893707142,516.6480297902381
U000725,organic,Alexandria,35-44,Power Users,203.55803828686476,6,2018.856120670667,403.7712241341334
U000726,paid_social,Giza,25-34,Dormant,76.69618694437668,5,2623.713193690693,655.9282984226733
U000729,referral,Cairo,18-24,Power Users,333.665677013807,9,4072.549980764613,678.7583301274354
U000734,referral,Giza,25-34,Power Users,233.77024891227484,7,4176.942855639979,596.7061222342827
U000735,organic,Dakahlia,25-34,Power Users,345.09541414352134,10,6194.774094178898,619.4774094178898
U000737,referral,Sharqia,25-34,Dormant,155.00457895826548,7,1295.804787100892,215.96746451681534
U000741,referral,Alexandria,45-54,Power Users,72.38794269692153,9,2774.3788889232483,346.79736111540603
U000745,paid_social,Alexandria,55+,Power Users,301.0184110766277,9,3717.3209999081,413.03566665645553
U000749,referral,Cairo,25-34,Dormant,228.26887591462582,2,1277.4394981309747,638.7197490654873
U000750,referral,Cairo,25-34,Dormant,244.04267466440797,3,955.7291859778188,318.5763953259396
U000761,paid_search,Alexandria,35-44,Dormant,59.895061747636646,7,1733.6946782663092,247.67066832375846
U000768,referral,Cairo,45-54,Dormant,27.910932650323957,3,1503.3429773131627,501.1143257710542
U000773,referral,Alexandria,45-54,Dormant,184.18409289373085,3,1124.4619397980357,374.82064659934525
U000778,referral,Cairo,25-34,Dormant,290.88714148150757,4,2131.4786843852767,710.4928947950922
U000781,paid_social,Giza,35-44,Power Users,185.87996538216248,8,2104.6031405556473,300.65759150794963
U000782,referral,Cairo,45-54,Power Users,32.52446491923183,6,3415.908992161798,569.3181653602996
U000786,paid_search,Cairo,35-44,Dormant,107.58847777778283,2,878.5001006000555,439.25005030002774
U000803,partnership,Alexandria,35-44,Dormant,270.7222908795811,3,301.3889042283115,100.46296807610383
U000808,referral,Cairo,35-44,Dormant,250.4116221643053,4,1343.1590733700812,335.7897683425203
U000809,paid_search,Cairo,25-34,Dormant,161.20608481485397,4,3346.228187513307,1115.4093958377691
U000810,referral,Cairo,25-34,Power Users,284.4733292479068,10,6334.641563896978,791.8301954871223
U000811,partnership,Sharqia,35-44,Dormant,97.11307579884306,5,2359.0951497147616,589.7737874286904
U000827,paid_search,Sharqia,25-34,Power Users,289.5794753935188,7,3642.0145454720723,520.2877922102961
U000830,referral,Giza,25-34,Dormant,330.1276859026402,5,1619.3394827454997,323.86789654909995
U000831,referral,Cairo,25-34,Dormant,143.3141952548176,4,2696.5742125693378,674.1435531423344
U000834,referral,Alexandria,35-44,Power Users,321.8200976275839,6,2474.0617231893402,494.812344637868
U000840,paid_search,Giza,18-24,Dormant,101.23070282395929,4,3483.5631378640787,870.8907844660197
U000843,referral,Giza,35-44,Power Users,65.94756204867736,8,3729.20874294046,532.7441061343515
U000850,paid_search,Sharqia,25-34,Dormant,51.74017695616931,3,923.8915679423026,307.9638559807675
U000853,organic,Cairo,18-24,Power Users,226.68502068286762,7,2906.146518116185,415.1637883023121
U000856,paid_search,Alexandria,25-34,Power Users,74.90641077561304,6,2722.719389926068,453.786564987678
U000858,referral,Giza,18-24,Power Users,186.03973690979183,7,4286.383237897285,612.3404625567549
U000859,paid_search,Cairo,18-24,Power Users,157.79332625027746,7,2700.545779143781,675.1364447859453
U000862,referral,Sharqia,18-24,Dormant,202.6345493174158,7,1419.0810997819071,202.72587139741532
U000870,referral,Cairo,18-24,Dormant,226.92666644696146,4,1936.460640241049,484.11516006026227
U000873,referral,Giza,25-34,Dormant,303.12823493080214,5,1601.9965770605402,320.399315412108
U000874,organic,Cairo,25-34,Power Users,79.49185384251177,7,2252.2256214265904,321.74651734665576
U000875,referral,Giza,25-34,Dormant,248.1626914003864,6,2301.8459472824916,460.3691894564983
U000876,organic,Giza,35-44,Dormant,268.67087061330676,3,727.036621271573,363.5183106357865
U000877,referral,Giza,35-44,Dormant,350.20179315982386,7,2744.380065584559,392.0542950835084
U000878,referral,Giza,25-34,Dormant,216.3957478008233,5,830.1017550354272,166.02035100708545
U000879,paid_social,Cairo,35-44,Dormant,302.21144216461107,3,614.9619083431604,204.98730278105347
U000880,paid_social,Cairo,18-24,Dormant,112.9123149421066,3,1527.1619987625222,509.0539995875074
U000888,referral,Alexandria,55+,Power Users,39.19417109945789,7,3342.60939255482,477.5156275078314
U000889,referral,Dakahlia,25-34,Dormant,340.1543380902149,7,1137.7762716877392,189.6293786146232
U000895,organic,Dakahlia,25-34,Dormant,239.42842200258747,3,470.6820430927753,156.89401436425842
U000897,referral,Cairo,25-34,Power Users,147.31981526641175,7,4871.36786943132,695.9096956330458
U000898,organic,Cairo,55+,Power Users,95.75284866895527,8,4683.392927234874,585.4241159043593
U000901,organic,Alexandria,35-44,Power Users,202.8826167131774,7,4605.31348839989,767.5522480666483
U000902,paid_social,Cairo,25-34,Power Users,274.2144995369017,4,3864.8742582840246,966.2185645710061
U000911,referral,Cairo,35-44,Dormant,51.86433533579111,6,1629.876070369627,325.97521407392543
U000925,referral,Cairo,35-44,Dormant,298.95597866922617,5,1143.2646749992266,285.81616874980665
U000927,partnership,Giza,18-24,Power Users,319.422041724436,6,5084.515159664227,1016.9030319328455
U000928,organic,Cairo,18-24,Dormant,309.93045597244054,2,268.3530133415658,134.1765066707829
U000949,referral,Sharqia,18-24,Dormant,128.4823852777481,5,1812.5726763306532,453.1431690826633
U000951,paid_social,Cairo,35-44,Power Users,253.39978746511042,11,1728.7611912465745,172.87611912465746
U000963,referral,Giza,45-54,Dormant,137.81359185185283,3,1554.4044201347367,518.1348067115789
U000965,partnership,Dakahlia,18-24,Dormant,329.4911554628052,8,3894.9627397652284,556.4232485378898
U000969,referral,Dakahlia,45-54,Power Users,237.89851803239435,8,4058.2008601576117,507.27510751970146
U000972,organic,Giza,45-54,Power Users,110.74615946784616,8,2285.5144378313735,285.6893047289217
U000973,referral,Cairo,35-44,Dormant,155.78999477997422,6,1383.1306325757027,276.6261265151405
U000979,organic,Dakahlia,35-44,Dormant,190.03429237287492,5,3149.361632417038,629.8723264834076
U000986,paid_search,Giza,25-34,Power Users,186.73150528920814,10,5559.192355903252,617.6880395448057
U000987,organic,Giza,18-24,Power Users,338.3393443170935,8,3733.048764982058,533.2926807117226
U000992,paid_search,Cairo,25-34,Power Users,275.00765891186893,6,4719.356920557041,786.5594867595069
U000996,partnership,Cairo,18-24,Dormant,129.98989608790725,3,195.17921238421414,97.58960619210707
U001008,referral,Alexandria,25-34,Dormant,154.77981971064582,3,1287.7484750029644,643.8742375014822
U001011,referral,Sharqia,25-34,Dormant,116.62986748851836,5,2196.9068346636413,439.38136693272827
U001017,referral,Sharqia,18-24,Dormant,188.897070416715,6,2130.7494307126462,426.1498861425292
U001023,referral,Dakahlia,35-44,Power Users,332.83597746538,8,3711.626766422057,463.9533458027571
U001024,paid_search,Dakahlia,55+,Dormant,289.31642339145765,3,1486.7494513964798,495.58315046549325
U001025,referral,Cairo,45-54,Dormant,71.1115929861553,5,2313.5215420069558,462.70430840139113
U001026,referral,Cairo,25-34,Power Users,84.77509806724265,7,6736.757338222695,962.393905460385
U001027,referral,Cairo,25-34,Dormant,76.39090619236231,6,2549.698031158663,509.9396062317326
U001034,referral,Giza,18-24,Power Users,47.7111411113292,6,3657.570389278729,609.5950648797882
U001035,organic,Alexandria,45-54,Dormant,239.13446862297133,6,1204.5062533930618,200.75104223217696
U001037,organic,Cairo,25-34,Dormant,342.8940712036565,3,3100.462255869462,1033.4874186231539
U001038,referral,Alexandria,18-24,Dormant,246.41559945605695,5,1960.5597016323604,490.1399254080901
U001041,paid_search,Giza,35-44,Power Users,86.82540840283036,6,4817.784697284824,802.9641162141373
U001046,referral,Giza,35-44,Power Users,325.9795905901119,9,5238.685165016402,748.3835950023431
U001054,referral,Cairo,25-34,Power Users,97.00722593767568,7,1993.6402323848647,284.8057474835521
U001066,paid_search,Alexandria,25-34,Dormant,163.54811667837203,5,2047.7437814231373,511.9359453557843
U001070,referral,Giza,18-24,Dormant,302.04722277773544,4,1800.467146638703,450.11678665967577
U001080,paid_search,Alexandria,18-24,Power Users,320.6122533795424,8,5064.129381896164,633.0161727370205
U001082,paid_search,Cairo,25-34,Dormant,25.27271778928116,5,1492.9642937358942,373.24107343397355
U001100,paid_social,Sharqia,18-24,Power Users,271.5903976620175,9,6208.112213820493,776.0140267275616
U001106,referral,Alexandria,18-24,Power Users,224.79339717607945,11,5157.938983665558,515.7938983665558
U001110,referral,Alexandria,45-54,Dormant,329.81585768517107,4,1858.8853193954208,464.7213298488552
U001114,paid_social,Cairo,25-34,Dormant,360.34996561333537,4,498.14717873545504,124.53679468386376
U001116,referral,Giza,45-54,Dormant,231.26291223382577,5,1650.3801467989756,330.07602935979514
U001118,referral,Giza,35-44,Dormant,36.07865101844072,5,2690.5988286999254,672.6497071749814
U001128,paid_search,Cairo,55+,Dormant,126.64482553256676,7,3095.4749289420492,442.21070413457846
U001131,paid_social,Alexandria,25-34,Dormant,154.42849834496155,7,3063.694490197652,437.67064145680746
U001132,referral,Cairo,25-34,Dormant,223.0916126044467,7,2289.4919042674974,327.0702720382139
U001138,referral,Alexandria,18-24,Power Users,42.24434377299622,8,4417.261672488457,552.1577090610572
U001141,partnership,Alexandria,35-44,Dormant,54.426198726985604,4,2712.3962622477084,678.0990655619271
U001144,organic,Giza,25-34,Dormant,309.56681596068665,5,2128.168010833933,532.0420027084832
U001150,organic,Cairo,25-34,Dormant,233.1903141317889,6,2574.2380519074422,514.8476103814885
U001155,referral,Cairo,25-34,Dormant,307.2177016781643,6,1012.1735160710882,168.69558601184804
U001156,referral,Alexandria,25-34,Dormant,98.7736060069874,3,1810.1124509085053,603.3708169695018
U001159,referral,Alexandria,35-44,Dormant,252.28823270834982,5,3439.808789334294,859.9521973335735
U001160,organic,Sharqia,25-34,Power Users,125.2050232985057,4,4670.9073834758765,1556.9691278252922
U001179,organic,Alexandria,18-24,Dormant,48.29098827531561,5,2320.348309543865,580.0870773859663
U001182,organic,Cairo,45-54,Dormant,116.63161589112133,4,1257.005733972682,419.00191132422736
U001184,referral,Giza,45-54,Dormant,223.8129031714052,4,2024.591802964408,506.147950741102
U001186,paid_social,Cairo,45-54,Dormant,273.2120160534978,6,2745.9078533230154,457.65130888716925
U001190,paid_social,Giza,18-24,Power Users,59.44430090300739,6,3815.149722069554,763.0299444139108
U001192,organic,Giza,35-44,Power Users,321.7130341436714,5,3786.2122912067402,757.242458241348
U001206,organic,Sharqia,45-54,Power Users,347.6102771991864,10,5991.83198699914,748.9789983748925
U001210,referral,Cairo,18-24,Power Users,264.70044663222507,6,4977.672302512531,829.6120504187552
U001215,partnership,Giza,25-34,Power Users,268.03885394660756,6,4362.722598327212,727.1204330545353
U001220,referral,Giza,25-34,Dormant,292.5623514004983,6,2131.3064423517685,355.2177403919614
U001225,paid_search,Cairo,18-24,Power Users,68.9143471759744,7,6376.406829131268,1062.734471521878
U001227,paid_social,Cairo,18-24,Power Users,130.18318592617288,6,3772.782669823974,628.7971116373291
